client_zip,age,ethnicity,race,male,loc2,st_id,year
10455,58,Non-Hispanic,Black,1,halsey street j subway,93,2016
11208,52,Non-Hispanic,Black,1,halsey street j subway,93,2016
11206,20,Non-Hispanic,Black,1,halsey street j subway,93,2016
11233,16,Hispanic,White,1,halsey street j subway,93,2016
11217,24,Non-Hispanic,Black,1,halsey street j subway,93,2016
11221,17,Hispanic,White,1,halsey street j subway,93,2016
11221,59,Non-Hispanic,Black,1,halsey street j subway,93,2016
11221,59,Non-Hispanic,Black,1,halsey street j subway,93,2016
11208,40,Non-Hispanic,0,1,grant ave a line,91,2016
10400,28,Non-Hispanic,Asian/Pacific Islander,1,grant ave a line,91,2016
11208,51,Non-Hispanic,Black,1,grant ave a line,91,2016
11208,37,Hispanic,White,1,grant ave a line,91,2016
11208,35,Hispanic,White,1,grant ave a line,91,2016
11233,32,Non-Hispanic,Black,1,grant ave a line,91,2016
11208,24,Non-Hispanic,Black,1,grant ave a line,91,2016
11216,27,Non-Hispanic,Black,1,grant ave a line,91,2016
11208,56,Hispanic,White,1,grant ave a line,91,2016
11208,27,Hispanic,White,1,grant ave a line,91,2016
11207,23,Hispanic,White,1,utica ave and fulton st,150,2016
11208,32,Non-Hispanic,Black,1,grant ave a line,91,2016
,32,Hispanic,Black,1,grant ave a line,91,2016
11208,23,Non-Hispanic,White,1,grant ave a line,91,2016
11208,18,Non-Hispanic,Other,1,grant ave a line,91,2016
11208,30,Non-Hispanic,Black,1,grant ave a line,91,2016
11208,24,Hispanic,White,0,grant ave a line,91,2016
11219,25,Hispanic,White,1,grand st and bushwick ave,90,2016
11221,16,Non-Hispanic,Black,1,grand st and bushwick ave,90,2016
11206,52,Non-Hispanic,Black,1,grand st and bushwick ave,90,2016
11211,22,Non-Hispanic,Asian/Pacific Islander,1,grand st and bushwick ave,90,2016
11213,19,Non-Hispanic,Black,1,grand st and bushwick ave,90,2016
10467,25,Hispanic,Black,1,grand st and bushwick ave,90,2016
11233,23,Hispanic,White,1,grand st and bushwick ave,90,2016
11206,55,Hispanic,White,1,grand st and bushwick ave,90,2016
11207,20,Non-Hispanic,Black,1,grand st and bushwick ave,90,2016
10453,25,Hispanic,Black,1,grand st and bushwick ave,90,2016
11101,19,Non-Hispanic,Black,1,grand st and bushwick ave,90,2016
11225,20,Non-Hispanic,Black,1,grand st and bushwick ave,90,2016
10466,52,Non-Hispanic,Black,1,graham ave l line,88,2016
11206,43,Hispanic,White,1,graham ave l line,88,2016
11385,30,Hispanic,White,1,graham ave l line,88,2016
11232,54,Non-Hispanic,Black,1,graham ave l line,88,2016
11222,31,Hispanic,White,1,graham ave l line,88,2016
11211,57,Non-Hispanic,Black,1,graham ave l line,88,2016
11211,50,Non-Hispanic,Black,1,graham ave l line,88,2016
10467,21,Hispanic,White,1,graham ave l line,88,2016
11211,28,Non-Hispanic,Black,1,graham ave l line,88,2016
10304,20,Non-Hispanic,Black,1,graham ave l line,88,2016
11222,56,Non-Hispanic,Black,1,graham ave l line,88,2016
11435,42,Hispanic,Other,1,graham ave l line,88,2016
11207,48,Non-Hispanic,Black,1,graham ave l line,88,2016
11236,33,0,0,0,graham ave l line,88,2016
11385,27,Non-Hispanic,White,1,graham ave l line,88,2016
11236,30,0,0,0,canarsie rockaway pkwy,54,2016
11226,35,Non-Hispanic,Black,1,canarsie rockaway pkwy,54,2016
11236,24,Non-Hispanic,Other,1,canarsie rockaway pkwy,54,2016
11210,21,Non-Hispanic,Black,1,canarsie rockaway pkwy,54,2016
11212,20,Non-Hispanic,Black,0,canarsie rockaway pkwy,54,2016
11221,22,Non-Hispanic,Asian/Pacific Islander,1,gates av j subway z subway,87,2016
11221,36,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
,21,Hispanic,Black,1,gates av j subway z subway,87,2016
11400,52,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
10468,54,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11203,32,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11354,29,Hispanic,White,1,gates av j subway z subway,87,2016
11221,18,Non-Hispanic,Black,0,gates av j subway z subway,87,2016
11233,39,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11221,50,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11207,42,Non-Hispanic,White,1,gates av j subway z subway,87,2016
11208,25,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11207,16,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11214,52,Non-Hispanic,White,1,gates av j subway z subway,87,2016
11208,56,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11221,16,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
10473,19,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11217,21,Non-Hispanic,Black,1,gates av j subway z subway,87,2016
11233,25,Non-Hispanic,Black,1,nostrand ave and fulton st a c station,131,2016
11233,30,Non-Hispanic,Black,1,utica ave and fulton st,150,2016
11421,17,Non-Hispanic,Black,1,utica ave and fulton st,150,2016
11226,45,Non-Hispanic,Black,1,utica ave and fulton st,150,2016
11216,27,Non-Hispanic,Black,1,rockaway ave c line,141,2016
11233,18,Non-Hispanic,Black,1,rockaway ave c line,141,2016
1202,0,Non-Hispanic,White,1,lafayette av c subway,109,2016
11225,19,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11208,18,Hispanic,White,1,crescent st j z line,69,2016
11221,26,Non-Hispanic,Black,1,cleveland st j subway,63,2016
11213,18,Non-Hispanic,Black,0,kingston - throop avs,106,2016
10023,38,Hispanic,White,0,hoyt st 2 3,97,2016
11206,23,Non-Hispanic,Black,1,fulton st and ralph ave,139,2016
11256,39,Hispanic,White,1,fulton st g subway,86,2016
11221,16,Non-Hispanic,Black,0,van siclen av j z station,153,2016
11233,17,Non-Hispanic,Black,1,utica ave and fulton st,150,2016
11233,17,Non-Hispanic,Black,1,utica ave and fulton st,150,2016
11207,32,Non-Hispanic,Black,1,rockaway ave c line,141,2016
11233,47,Non-Hispanic,Black,1,rockaway ave c line,141,2016
11212,25,Non-Hispanic,Black,0,rockaway ave c line,141,2016
10000,50,Non-Hispanic,Black,1,fulton st and ralph ave,139,2016
11233,18,Non-Hispanic,Black,0,fulton st and ralph ave,139,2016
11208,43,Non-Hispanic,Black,1,nostrand ave and fulton st a c station,131,2016
11203,17,Hispanic,White,0,nostrand ave and fulton st a c station,131,2016
11212,19,Non-Hispanic,Black,1,nostrand ave and fulton st a c station,131,2016
11207,34,Hispanic,White,1,nostrand ave and fulton st a c station,131,2016
11213,19,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11221,24,Hispanic,White,1,kingston - throop avs,106,2016
11238,29,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11207,20,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11420,23,Hispanic,White,1,hoyt st 2 3,97,2016
10454,27,Non-Hispanic,Black,1,nevins st 2 3 4 5 lines,123,2016
11340,25,Non-Hispanic,Black,1,crescent st j z line,69,2016
11212,28,Non-Hispanic,Black,0,utica ave and fulton st,150,2016
11217,24,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
11434,40,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
11692,27,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
11207,29,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
11207,21,Non-Hispanic,Black,1,franklin ave and eastern parkway,84,2016
11210,22,Non-Hispanic,Black,0,franklin ave and eastern parkway,84,2016
11216,30,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
11213,54,Non-Hispanic,Black,1,franklin ave and eastern parkway,84,2016
11216,33,Non-Hispanic,White,1,franklin ave c subway s subway,85,2016
11231,29,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
11216,41,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
10303,48,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
11216,27,Non-Hispanic,Black,1,franklin ave c subway s subway,85,2016
11238,43,Non-Hispanic,Black,1,franklin ave and eastern parkway,84,2016
11225,22,Non-Hispanic,Black,1,franklin ave and eastern parkway,84,2016
11213,37,Non-Hispanic,Black,1,franklin ave and eastern parkway,84,2016
,24,Non-Hispanic,Black,1,franklin ave and eastern parkway,84,2016
11374,52,Non-Hispanic,White,1,fort hamilton pkwy d line,81,2016
11200,41,Hispanic,White,1,fort hamilton pkwy d line,81,2016
11367,30,Non-Hispanic,Black,1,fort hamilton pkwy d line,81,2016
10400,19,Hispanic,Other,0,fort hamilton pkwy d line,81,2016
11205,20,Non-Hispanic,Black,1,fort hamilton pkwy d line,81,2016
11211,33,Non-Hispanic,White,0,flushing ave g line station,79,2016
11225,23,Non-Hispanic,Black,1,flushing ave j line m line station,80,2016
11200,32,Non-Hispanic,Black,1,flushing ave g line station,79,2016
10468,32,Non-Hispanic,Black,1,flushing ave g line station,79,2016
11200,32,Non-Hispanic,Black,1,flushing ave g line station,79,2016
11206,52,Hispanic,White,1,flushing ave g line station,79,2016
11206,21,Non-Hispanic,Black,1,flushing ave j line m line station,80,2016
11206,22,Hispanic,Black,1,flushing ave j line m line station,80,2016
11213,51,Hispanic,White,1,flushing ave j line m line station,80,2016
11200,27,Hispanic,White,1,flushing ave j line m line station,80,2016
11206,24,Non-Hispanic,Black,1,flushing ave j line m line station,80,2016
10039,22,Non-Hispanic,Black,1,flushing ave j line m line station,80,2016
11208,34,Hispanic,White,1,flushing ave j line m line station,80,2016
11206,49,Hispanic,White,1,flushing ave j line m line station,80,2016
11207,55,Non-Hispanic,Black,1,flushing ave j line m line station,80,2016
11206,46,Non-Hispanic,Black,1,flushing ave j line m line station,80,2016
11206,17,Non-Hispanic,Black,1,flushing ave g line station,79,2016
11206,18,Hispanic,White,1,flushing ave g line station,79,2016
11354,24,Hispanic,White,1,flushing ave g line station,79,2016
11206,18,Non-Hispanic,Black,1,flushing ave j line m line station,80,2016
11106,24,Non-Hispanic,White,1,flushing ave g line station,79,2016
11211,39,Hispanic,White,1,flushing ave j line m line station,80,2016
11207,23,Hispanic,White,1,flushing ave j line m line station,80,2016
11206,17,Non-Hispanic,Black,1,flushing ave j line m line station,80,2016
11211,38,Non-Hispanic,Black,0,flushing ave j line m line station,80,2016
11208,48,Hispanic,White,1,flushing ave j line m line station,80,2016
10026,39,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
10451,17,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11226,16,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11210,46,Non-Hispanic,Other,1,flatbush av-brooklyn college station,78,2016
10468,23,Non-Hispanic,Black,1,flushing ave g line station,79,2016
11221,19,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11230,25,Non-Hispanic,Asian/Pacific Islander,1,flatbush av-brooklyn college station,78,2016
11226,21,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11210,1,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11249,22,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11226,28,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11210,22,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
10003,37,Non-Hispanic,White,1,flatbush av-brooklyn college station,78,2016
10034,30,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11210,33,Non-Hispanic,Black,0,flatbush av-brooklyn college station,78,2016
,21,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
10026,21,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
11216,22,Non-Hispanic,Black,1,flatbush av-brooklyn college station,78,2016
,20,Non-Hispanic,Black,1,atlantic ave barclays center station,27,2016
11206,38,0,0,0,flatbush av-brooklyn college station,78,2016
11221,35,Non-Hispanic,Black,1,prospect park subway station b q s lines,138,2016
11201,22,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11208,26,Hispanic,White,1,euclid av a subway a subway,77,2016
11233,38,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
10000,37,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11417,21,Non-Hispanic,Other,1,euclid av a subway a subway,77,2016
11200,30,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11208,21,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11207,26,Non-Hispanic,Black,0,euclid av a subway a subway,77,2016
11208,18,Non-Hispanic,White,1,euclid av a subway a subway,77,2016
11233,52,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11208,30,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11212,47,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11212,29,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11208,54,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11208,20,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
10458,34,Non-Hispanic,Black,0,euclid av a subway a subway,77,2016
11208,17,Hispanic,White,1,euclid av a subway a subway,77,2016
11208,18,Non-Hispanic,Black,1,eastern pkwy-brooklyn museum 2 subway 3 subway,76,2016
11212,50,Non-Hispanic,Black,1,eastern pkwy-brooklyn museum 2 subway 3 subway,76,2016
11213,51,Hispanic,White,1,utica ave and eastern parkway,70,2016
11236,57,Non-Hispanic,Black,1,e. 105 st l line,75,2016
11206,46,Non-Hispanic,Black,1,e. 105 st l line,75,2016
11236,19,Non-Hispanic,Black,1,e. 105 st l line,75,2016
10457,55,Hispanic,White,1,e. 105 st l line,75,2016
,18,Non-Hispanic,Black,1,bay 50 st d subway,38,2016
,23,0,0,1,e. 105 st l line,75,2016
11236,26,Non-Hispanic,Black,1,e. 105 st l line,75,2016
11236,56,Non-Hispanic,Black,1,e. 105 st l line,75,2016
11385,25,Hispanic,White,1,dekalb l station,73,2016
11236,20,Non-Hispanic,Black,1,dekalb ave b q r line,72,2016
11234,42,Hispanic,Other,0,dekalb l station,73,2016
11211,52,Hispanic,White,1,dekalb ave b q r line,72,2016
11213,48,Non-Hispanic,Black,1,dekalb ave b q r line,72,2016
11237,34,Non-Hispanic,White,1,dekalb l station,73,2016
10456,20,Hispanic,Black,1,dekalb l station,73,2016
11234,26,Hispanic,White,0,dekalb ave b q r line,72,2016
11213,50,Non-Hispanic,Black,1,dekalb l station,73,2016
11237,24,Non-Hispanic,White,1,dekalb l station,73,2016
11212,23,Hispanic,White,1,dekalb l station,73,2016
11224,18,Hispanic,White,1,dekalb ave b q r line,72,2016
11235,32,Non-Hispanic,White,1,dekalb ave b q r line,72,2016
11300,52,Hispanic,White,1,dekalb ave b q r line,72,2016
11432,31,Non-Hispanic,Black,1,crescent st j z line,69,2016
11221,33,Hispanic,White,0,crescent st j z line,69,2016
11208,49,Hispanic,Black,1,crescent st j z line,69,2016
11416,21,Hispanic,White,1,crescent st j z line,69,2016
11208,25,Hispanic,Black,1,crescent st j z line,69,2016
11208,21,Hispanic,White,1,crescent st j z line,69,2016
,37,Non-Hispanic,Black,1,kings highway b q line,102,2016
11208,23,Hispanic,White,1,crescent st j z line,69,2016
11232,55,Hispanic,White,1,crescent st j z line,69,2016
11417,19,Non-Hispanic,Black,1,crescent st j z line,69,2016
11208,32,Hispanic,White,1,crescent st j z line,69,2016
11420,19,Non-Hispanic,Black,1,crescent st j z line,69,2016
11212,17,Non-Hispanic,Black,1,sutter av - rutland rd 3 line,148,2016
11233,27,Non-Hispanic,Black,1,747 new lots ave,124,2016
11224,18,Non-Hispanic,White,1,coney island-stillwell ave,66,2016
11212,30,Non-Hispanic,Black,1,rockaway ave 3 line,140,2016
11217,45,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11221,24,Non-Hispanic,Black,1,halsey street j subway,93,2016
10029,23,Hispanic,Black,1,myrtle - wyckoff avs station,119,2016
11208,34,Hispanic,White,1,marcy ave j m z line,114,2016
11208,36,Hispanic,White,1,flushing ave j line m line station,80,2016
10462,38,Hispanic,White,1,avenue m subway,31,2016
11207,16,0,0,1,canarsie rockaway pkwy,54,2016
11203,46,Hispanic,White,1,alabama av j subway,25,2016
10000,47,Non-Hispanic,White,1,clinton - washington avs station,64,2016
11238,31,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
10031,39,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
11208,58,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
11236,58,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
10021,33,Non-Hispanic,White,1,clinton - washington avs station,64,2016
11238,61,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
11221,23,Non-Hispanic,Black,0,clinton - washington avs station,64,2016
10460,24,Hispanic,White,1,clinton - washington avs station,64,2016
11216,33,Non-Hispanic,White,1,clinton - washington avs station,64,2016
11216,37,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
11207,54,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
11368,28,Hispanic,White,1,clinton - washington avs station,64,2016
11207,53,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
11235,27,Non-Hispanic,White,1,clinton - washington avs station,64,2016
11238,25,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
11221,23,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
10468,51,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
11208,18,Non-Hispanic,Black,1,cleveland st j subway,63,2016
10458,16,Non-Hispanic,Black,0,cleveland st j subway,63,2016
11238,26,Non-Hispanic,Black,1,canarsie rockaway pkwy,54,2016
10465,26,Non-Hispanic,Black,1,classon av g subway,62,2016
11212,23,Non-Hispanic,Black,1,classon av g subway,62,2016
11208,20,Hispanic,Black,1,classon av g subway,62,2016
11691,29,Non-Hispanic,Black,1,classon av g subway,62,2016
11212,29,Non-Hispanic,Black,1,classon av g subway,62,2016
11101,29,Non-Hispanic,Black,1,church av b subway q subway,59,2016
11226,39,Hispanic,White,1,church av b subway q subway,59,2016
11203,28,Non-Hispanic,Black,0,church ave and nostrand ave,58,2016
11203,45,Non-Hispanic,White,1,church ave and nostrand ave,58,2016
10000,30,Non-Hispanic,White,1,church av b subway q subway,59,2016
11226,21,Non-Hispanic,Black,1,church ave and nostrand ave,58,2016
11226,45,Hispanic,White,1,church av b subway q subway,59,2016
11377,43,Non-Hispanic,Black,1,church av f subway g subway,60,2016
10400,20,Non-Hispanic,Black,1,church av b subway q subway,59,2016
11377,19,Non-Hispanic,Asian/Pacific Islander,1,church av f subway g subway,60,2016
11226,22,Non-Hispanic,Black,1,church av b subway q subway,59,2016
11226,0,Non-Hispanic,Black,1,church av b subway q subway,59,2016
11226,24,Non-Hispanic,Black,1,church av b subway q subway,59,2016
11203,23,Non-Hispanic,Black,1,church av b subway q subway,59,2016
11422,23,Non-Hispanic,Black,0,church ave and nostrand ave,58,2016
11221,20,Non-Hispanic,Black,0,church ave and nostrand ave,58,2016
11201,42,Non-Hispanic,Black,0,church ave and nostrand ave,58,2016
11212,29,Non-Hispanic,Black,1,church av b subway q subway,59,2016
10312,22,Other,White,0,flushing ave j line m line station,80,2016
11207,18,Non-Hispanic,Black,1,chauncey st j subway z subway,57,2016
11400,23,Non-Hispanic,Black,1,chauncey st j subway z subway,57,2016
11231,40,Non-Hispanic,Asian/Pacific Islander,1,carroll st f subway g subway,55,2016
11208,19,Non-Hispanic,Black,1,shepherd ave c line,144,2016
11221,21,Non-Hispanic,Black,1,saratoga ave 3 line,142,2016
11220,17,Hispanic,White,1,1523 Avenue U,36,2016
11226,25,Non-Hispanic,Black,1,church av b subway q subway,59,2016
11226,34,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11229,31,0,0,0,fulton st and ralph ave,139,2016
11208,26,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11368,0,Non-Hispanic,Black,1,clinton - washington avs station,64,2016
10458,22,Non-Hispanic,Black,1,broadway junction station,52,2016
11217,19,Non-Hispanic,Black,1,montrose av l subway,115,2016
10473,33,Non-Hispanic,Black,1,myrtle - wyckoff avs station,119,2016
10303,31,Hispanic,Black,1,broadway junction station,52,2016
10000,30,Hispanic,White,1,myrtle av and broadway station,117,2016
11204,49,Non-Hispanic,Black,1,broadway junction station,52,2016
11238,24,Non-Hispanic,Black,1,broadway junction station,52,2016
11207,39,Non-Hispanic,Black,1,broadway junction station,52,2016
11213,31,Non-Hispanic,Black,1,broadway junction station,52,2016
11236,21,Non-Hispanic,Black,0,broadway junction station,52,2016
11201,23,Non-Hispanic,Black,1,broadway junction station,52,2016
11203,16,Non-Hispanic,Black,1,broadway junction station,52,2016
11207,23,Non-Hispanic,Black,1,broadway junction station,52,2016
11233,38,Hispanic,Black,1,broadway junction station,52,2016
11233,42,Non-Hispanic,Black,1,broadway junction station,52,2016
11221,29,Non-Hispanic,White,1,broadway junction station,52,2016
11436,18,Non-Hispanic,Black,1,broadway junction station,52,2016
11207,46,Non-Hispanic,Black,1,broadway junction station,52,2016
11212,22,Non-Hispanic,Black,1,broadway junction station,52,2016
11206,18,Hispanic,Black,0,broadway junction station,52,2016
11212,33,Non-Hispanic,Black,1,broadway junction station,52,2016
11208,26,Non-Hispanic,Black,1,broadway junction station,52,2016
,21,Non-Hispanic,Asian/Pacific Islander,0,marcy ave j m z line,114,2016
10001,24,Hispanic,Black,1,marcy ave j m z line,114,2016
11211,38,Hispanic,White,0,broadway and lorimer st j m station,112,2016
11003,21,Hispanic,White,1,gates av j subway z subway,87,2016
10000,22,Non-Hispanic,White,1,marcy ave j m z line,114,2016
11417,21,Hispanic,White,1,marcy ave j m z line,114,2016
11211,23,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11434,18,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11221,19,Non-Hispanic,Black,1,halsey street j subway,93,2016
11229,23,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
11235,30,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
11223,45,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
11235,33,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
11234,22,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
,33,Hispanic,White,1,brighton beach b subway q subway,50,2016
11235,25,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
11212,31,0,0,0,brighton beach b subway q subway,50,2016
11230,22,Non-Hispanic,Black,1,brighton beach b subway q subway,50,2016
11235,29,Non-Hispanic,Asian/Pacific Islander,1,brighton beach b subway q subway,50,2016
11235,21,Non-Hispanic,White,1,sheepshead bay b q line,143,2016
10468,30,Hispanic,White,1,brighton beach b subway q subway,50,2016
11234,21,Non-Hispanic,Black,1,brighton beach b subway q subway,50,2016
11233,22,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
11235,24,Hispanic,White,1,brighton beach b subway q subway,50,2016
11210,22,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11233,23,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11205,29,Non-Hispanic,Black,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11233,35,Hispanic,White,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11234,56,Non-Hispanic,Black,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11212,23,Hispanic,White,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11233,45,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
10303,48,Non-Hispanic,Black,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
10461,18,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11758,26,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11225,56,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11238,0,Non-Hispanic,Black,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
10466,27,Hispanic,White,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
10474,20,Hispanic,White,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
10026,29,Non-Hispanic,Black,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11221,23,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11236,31,Non-Hispanic,Black,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11207,23,Hispanic,Other,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11230,41,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11212,27,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
10469,21,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
10025,23,Hispanic,White,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11201,43,Hispanic,White,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11234,24,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
,0,0,0,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11225,22,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
10000,21,Non-Hispanic,White,1,morgan ave l station,116,2016
11212,17,Hispanic,White,1,coney island-stillwell ave,66,2016
11229,34,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
11210,17,Hispanic,Black,0,beverly rd 2 subway 5 subway,49,2016
11216,22,Non-Hispanic,Black,1,bergen st f subway g subway,47,2016
11203,19,Non-Hispanic,Black,1,bergen st f subway g subway,47,2016
11216,20,Non-Hispanic,Black,1,bergen st f subway g subway,47,2016
11200,16,Non-Hispanic,Black,1,bergen st 2 subway 3 subway,46,2016
11221,28,Non-Hispanic,White,1,bergen st f subway g subway,47,2016
11206,22,Hispanic,White,1,bergen st f subway g subway,47,2016
11216,18,Non-Hispanic,Black,0,bergen st f subway g subway,47,2016
11217,20,Non-Hispanic,Black,0,bergen st f subway g subway,47,2016
10306,36,Non-Hispanic,White,1,bedford - nostrand avs g line,45,2016
11217,62,Non-Hispanic,Black,1,bedford - nostrand avs g line,45,2016
11226,27,Hispanic,White,1,bedford - nostrand avs g line,45,2016
11216,32,Non-Hispanic,White,1,bedford - nostrand avs g line,45,2016
11373,34,Hispanic,White,1,bedford - nostrand avs g line,45,2016
10454,39,Hispanic,White,1,bedford - nostrand avs g line,45,2016
11206,20,Non-Hispanic,Black,1,bedford ave l station,44,2016
10065,30,Non-Hispanic,White,1,bedford ave l station,44,2016
11215,31,Non-Hispanic,White,1,bedford ave l station,44,2016
10456,27,Non-Hispanic,Black,1,bedford ave l station,44,2016
10002,33,Hispanic,Black,1,bedford ave l station,44,2016
10027,23,Non-Hispanic,Black,1,bedford ave l station,44,2016
11222,31,Non-Hispanic,Black,0,bedford ave l station,44,2016
11368,25,Hispanic,White,1,bedford ave l station,44,2016
11420,16,Hispanic,White,1,bedford ave l station,44,2016
11225,40,Non-Hispanic,White,1,bedford ave l station,44,2016
11237,28,Non-Hispanic,Black,1,bedford ave l station,44,2016
11211,23,Hispanic,White,1,bedford ave l station,44,2016
11385,19,Hispanic,White,1,bedford ave l station,44,2016
11372,23,Hispanic,Black,1,bedford ave l station,44,2016
11208,20,Non-Hispanic,Black,1,bedford ave l station,44,2016
